time,close,high,low,open,volumefrom,volumeto
1519879560,0.0327,0.0327,0.0327,0.0327,0,0
1519879620,0.0328,0.0328,0.0327,0.0327,24923,817.47
1519879680,0.033,0.033,0.0328,0.0328,291173.86,9605.61
1519879740,0.033,0.033,0.0329,0.033,20258.05,667.98
1519879800,0.033,0.033,0.033,0.033,34159.38,1127.26
1519879860,0.033,0.0331,0.033,0.033,236749.25,7835.4
1519879920,0.0329,0.033,0.0329,0.033,6617.23,218.32
1519879980,0.0329,0.0329,0.0329,0.0329,0,0
1519880040,0.0329,0.0329,0.0329,0.0329,170045.59,5594.5
1519880100,0.0329,0.033,0.0329,0.0329,129489.14,4267.53
1519880160,0.0329,0.0329,0.0329,0.0329,0,0
1519880220,0.0329,0.033,0.0329,0.0329,195724.28,6444.75
1519880280,0.0329,0.033,0.0329,0.0329,12495.18,411.19
1519880340,0.0329,0.0329,0.0329,0.0329,1000,32.9
1519880400,0.033,0.033,0.0329,0.0329,6544.27,215.96
1519880460,0.0329,0.033,0.0329,0.033,35071.1,1156.48
1519880520,0.033,0.033,0.0329,0.0329,10309.24,340.2
1519880580,0.0329,0.033,0.0329,0.033,25718.63,846.17
1519880640,0.0328,0.0329,0.0328,0.0329,8467.72,277.74
1519880700,0.0328,0.0328,0.0328,0.0328,20000,656
1519880760,0.0328,0.0328,0.0328,0.0328,10518.08,344.99
1519880820,0.0328,0.0328,0.0328,0.0328,0,0
1519880880,0.0328,0.0328,0.0328,0.0328,0,0
1519880940,0.0328,0.0328,0.0328,0.0328,0,0
1519881000,0.0327,0.0328,0.0327,0.0328,10711.45,350.55
1519881060,0.0328,0.0328,0.0327,0.0327,70781.45,2315.33
1519881120,0.0328,0.0328,0.0328,0.0328,19737.04,647.37
1519881180,0.0327,0.0328,0.0327,0.0328,6452.44,211.63
1519881240,0.0327,0.0327,0.0327,0.0327,17815.06,582.55
1519881300,0.0325,0.0327,0.0325,0.0327,295212.13,9612.97
1519881360,0.0326,0.0326,0.0325,0.0325,48637.99,1584.65
1519881420,0.0325,0.0326,0.0325,0.0326,67990.52,2212.01
1519881480,0.0325,0.0326,0.0325,0.0325,67109.1,2181.69
1519881540,0.0325,0.0325,0.0323,0.0325,136789.98,4427.46
1519881600,0.0325,0.0326,0.0324,0.0325,109873.2,3570.33
1519881660,0.0325,0.0325,0.0325,0.0325,6957.14,226.11
1519881720,0.0325,0.0325,0.0324,0.0325,77126.08,2505.01
1519881780,0.0325,0.0325,0.0325,0.0325,17086.95,555.33
1519881840,0.0325,0.0325,0.0325,0.0325,2000,65
1519881900,0.0325,0.0325,0.0325,0.0325,31163.2,1012.8
1519881960,0.0325,0.0325,0.0325,0.0325,9179.71,298.34
1519882020,0.0324,0.0325,0.0324,0.0325,31090.34,1010.07
1519882080,0.0325,0.0327,0.0324,0.0324,165505.18,5388.8
1519882140,0.0325,0.0326,0.0325,0.0325,228440.43,7430.96
1519882200,0.0326,0.0327,0.0325,0.0325,106362.23,3462.71
1519882260,0.0325,0.0327,0.0324,0.0326,15523.92,504.79
1519882320,0.0326,0.0326,0.0325,0.0325,22350.98,728.6
1519882380,0.0326,0.0326,0.0326,0.0326,0,0
1519882440,0.0326,0.0326,0.0326,0.0326,107424.82,3502.05
1519882500,0.0325,0.0326,0.0325,0.0326,4448.02,144.56
1519882560,0.0327,0.0327,0.0325,0.0325,43301.06,1415.94
1519882620,0.0327,0.0327,0.0327,0.0327,27448.94,897.58
1519882680,0.0328,0.0329,0.0327,0.0327,519743.33,17077.65
1519882740,0.0328,0.0328,0.0328,0.0328,13375.26,438.71
1519882800,0.0327,0.0328,0.0327,0.0328,23749.44,778.12
1519882860,0.0328,0.0328,0.0327,0.0327,23459.75,768.62
1519882920,0.0328,0.0328,0.0327,0.0328,31267.19,1024.92
1519882980,0.0327,0.0328,0.0327,0.0328,32970.98,1078.15
1519883040,0.0328,0.0328,0.0327,0.0327,20000,656
1519883100,0.0327,0.0328,0.0327,0.0328,20809.69,680.48
1519883160,0.0327,0.0327,0.0327,0.0327,9123,298.32
1519883220,0.0327,0.0327,0.0327,0.0327,3000,98.1
1519883280,0.0327,0.0327,0.0327,0.0327,37342.42,1221.1
1519883340,0.0327,0.0327,0.0327,0.0327,0,0
1519883400,0.0327,0.0327,0.0327,0.0327,0,0
1519883460,0.0327,0.0327,0.0327,0.0327,0,0
1519883520,0.0328,0.0328,0.0327,0.0327,70875.69,2317.64
1519883580,0.0327,0.0328,0.0327,0.0328,11481.95,375.46
1519883640,0.0328,0.0328,0.0327,0.0327,80429.91,2632.06
1519883700,0.0328,0.0328,0.0328,0.0328,0,0
1519883760,0.0327,0.0328,0.0327,0.0328,17696.55,578.68
1519883820,0.0327,0.0327,0.0326,0.0327,9291.92,302.93
1519883880,0.0327,0.0327,0.0326,0.0327,49827.62,1627.77
1519883940,0.0327,0.0327,0.0327,0.0327,0,0
1519884000,0.0326,0.0327,0.0326,0.0327,28610.33,932.7
1519884060,0.0326,0.0326,0.0326,0.0326,0,0
1519884120,0.0327,0.0327,0.0326,0.0326,600,19.62
1519884180,0.0326,0.0327,0.0326,0.0327,10320.92,336.54
1519884240,0.0325,0.0326,0.0325,0.0326,136746.76,4456.59
1519884300,0.0325,0.0326,0.0325,0.0325,139407.71,4541.51
1519884360,0.0325,0.0325,0.0325,0.0325,50743.11,1649.15
1519884420,0.0325,0.0326,0.0325,0.0325,17316.81,564.09
1519884480,0.0326,0.0326,0.0325,0.0325,23744.54,774.07
1519884540,0.0326,0.0326,0.0326,0.0326,0,0
1519884600,0.0326,0.0326,0.0326,0.0326,0,0
1519884660,0.0326,0.0326,0.0326,0.0326,0,0
1519884720,0.0327,0.0327,0.0326,0.0326,86.63,2.83
1519884780,0.0326,0.0327,0.0326,0.0327,76878.05,2506.22
1519884840,0.0326,0.0326,0.0325,0.0326,185248.58,6038.58
1519884900,0.0327,0.0327,0.0326,0.0326,10616.59,346.65
1519884960,0.0327,0.0327,0.0326,0.0327,39024.1,1272.28
1519885020,0.0327,0.0327,0.0327,0.0327,0,0
1519885080,0.0326,0.0327,0.0326,0.0327,28439.18,927.12
1519885140,0.0325,0.0326,0.0324,0.0326,19839.21,644.11
1519885200,0.0325,0.0326,0.0325,0.0325,362411.46,11779.07
1519885260,0.0326,0.0326,0.0325,0.0325,34265.46,1114.88
1519885320,0.0326,0.0326,0.0326,0.0326,50,1.63
1519885380,0.0326,0.0326,0.0326,0.0326,0,0
1519885440,0.0324,0.0326,0.0324,0.0326,103281.52,3357.77
1519885500,0.0325,0.0325,0.0324,0.0324,36962.3,1201.27
1519885560,0.0324,0.0325,0.0324,0.0325,215265.86,6978.06
1519885620,0.0324,0.0324,0.0324,0.0324,59515.47,1928.3
1519885680,0.0323,0.0324,0.0323,0.0324,92931.85,3005.44
1519885740,0.0322,0.0324,0.032,0.0323,950189.11,30509.53
1519885800,0.0319,0.0322,0.0319,0.0322,1087486.01,34798.81
1519885860,0.0318,0.0319,0.0318,0.0319,488536.08,15545.08
1519885920,0.0319,0.0319,0.0318,0.0318,333163.25,10597.59
1519885980,0.032,0.032,0.0318,0.0319,109534.71,3503.29
1519886040,0.0319,0.032,0.0319,0.032,241635.8,7715.53
1519886100,0.032,0.032,0.0319,0.0319,41086.83,1312.17
1519886160,0.0319,0.032,0.0318,0.032,353438.26,11264.58
1519886220,0.0318,0.0319,0.0318,0.0319,72635.14,2315.97
1519886280,0.0319,0.032,0.0318,0.0318,502082.76,15989.54
1519886340,0.032,0.032,0.0318,0.0319,422377.11,13487.74
1519886400,0.032,0.032,0.032,0.032,76048.03,2433.54
1519886460,0.0321,0.0321,0.032,0.032,265429.43,8520.28
1519886520,0.0322,0.0322,0.0321,0.0321,50328.98,1620.59
1519886580,0.0322,0.0322,0.0322,0.0322,56059.95,1805.13
1519886640,0.0322,0.0322,0.0322,0.0322,0,0
1519886700,0.0323,0.0323,0.0322,0.0322,62419.45,2016.15
1519886760,0.0323,0.0323,0.0323,0.0323,31200,1007.76
1519886820,0.0322,0.0324,0.0322,0.0323,202906.17,6553.89
1519886880,0.0322,0.0322,0.0322,0.0322,61019.96,1964.84
1519886940,0.0321,0.0322,0.0321,0.0322,85307.57,2738.96
1519887000,0.0322,0.0322,0.0321,0.0321,28232.84,909.1
1519887060,0.0322,0.0323,0.0322,0.0322,57036.31,1842.22
1519887120,0.0322,0.0322,0.0322,0.0322,0,0
1519887180,0.0322,0.0323,0.0322,0.0322,58563.05,1886.42
1519887240,0.0322,0.0322,0.0322,0.0322,20664.72,665.4
1519887300,0.0323,0.0323,0.0322,0.0322,24.77,0.8
1519887360,0.0323,0.0323,0.0323,0.0323,149799.53,4838.52
1519887420,0.0323,0.0324,0.0322,0.0323,336958.51,10905.6
1519887480,0.0323,0.0323,0.0323,0.0323,27061.99,874.1
1519887540,0.0324,0.0324,0.0323,0.0323,1000,32.4
1519887600,0.0324,0.0324,0.0324,0.0324,22239.44,720.56
1519887660,0.0323,0.0324,0.0323,0.0324,35762.1,1158.55
1519887720,0.0323,0.0324,0.0323,0.0323,66057.29,2137.44
1519887780,0.0324,0.0324,0.0323,0.0323,98286.2,3183.37
1519887840,0.0323,0.0324,0.0323,0.0324,1,0.0323
1519887900,0.0324,0.0324,0.0323,0.0323,41729.52,1350.77
1519887960,0.0324,0.0324,0.0324,0.0324,28446.25,921.66
1519888020,0.0324,0.0324,0.0324,0.0324,70000,2268
1519888080,0.0324,0.0324,0.0324,0.0324,29824.77,966.32
1519888140,0.0323,0.0324,0.0323,0.0324,14226.86,459.53
1519888200,0.0323,0.0324,0.0323,0.0323,8300,268.89
1519888260,0.0323,0.0323,0.0323,0.0323,126155.67,4074.83
1519888320,0.0324,0.0324,0.0323,0.0323,111679.09,3617.15
1519888380,0.0325,0.0325,0.0324,0.0324,138489.55,4500.91
1519888440,0.0325,0.0325,0.0325,0.0325,5000,162.5
1519888500,0.0325,0.0325,0.0325,0.0325,0,0
1519888560,0.0324,0.0325,0.0324,0.0325,500,16.2
1519888620,0.0325,0.0325,0.0324,0.0324,100,3.25
1519888680,0.0325,0.0325,0.0325,0.0325,772769.4,25115.01
1519888740,0.0325,0.0327,0.0325,0.0325,216333.15,7053.72
1519888800,0.0326,0.0327,0.0325,0.0325,65446.87,2135.6
1519888860,0.0326,0.0326,0.0326,0.0326,0,0
1519888920,0.0326,0.0327,0.0326,0.0326,38355.47,1250.71
1519888980,0.0328,0.0328,0.0326,0.0326,209271.84,6844.39
1519889040,0.0327,0.0328,0.0327,0.0328,147563.51,4826.24
1519889100,0.0328,0.0328,0.0327,0.0327,38653.9,1267.02
1519889160,0.0329,0.0329,0.0328,0.0328,129449.69,4258.89
1519889220,0.0328,0.0329,0.0328,0.0329,49554.25,1630.19
1519889280,0.0331,0.0331,0.0328,0.0328,202669.27,6673.16
1519889340,0.0332,0.0334,0.0331,0.0331,413783.15,13742.86
1519889400,0.0332,0.0333,0.0331,0.0332,252283.91,8368.67
1519889460,0.0332,0.0333,0.0331,0.0332,124760.26,4140.43
1519889520,0.0332,0.0334,0.0331,0.0332,469675.41,15627.9
1519889580,0.033,0.0332,0.033,0.0332,396504.98,13122.4
1519889640,0.0331,0.0331,0.033,0.033,3189.01,105.56
1519889700,0.033,0.0331,0.033,0.0331,7170.26,236.72
1519889760,0.0329,0.033,0.0329,0.033,593865.37,19596.08
1519889820,0.0329,0.033,0.0329,0.0329,486417,16034.38
1519889880,0.0329,0.033,0.0329,0.0329,34001.25,1120.14
1519889940,0.0329,0.0329,0.0329,0.0329,30703.17,1010.13
1519890000,0.0329,0.0329,0.0329,0.0329,30,0.987
1519890060,0.0329,0.0329,0.0328,0.0329,73140.43,2401.19
1519890120,0.0329,0.033,0.0327,0.0329,431435.13,14153.63
1519890180,0.0329,0.0329,0.0329,0.0329,616.72,20.29
1519890240,0.033,0.033,0.0329,0.0329,108605.05,3583.97
1519890300,0.033,0.0331,0.033,0.033,103942.07,3431.49
1519890360,0.033,0.0331,0.033,0.033,38292.08,1263.86
1519890420,0.0331,0.0331,0.033,0.033,10.81,0.3578
1519890480,0.0331,0.0332,0.0331,0.0331,191622.43,6343.18
1519890540,0.0332,0.0332,0.0331,0.0331,10333.57,342.45
1519890600,0.0333,0.0333,0.0332,0.0332,73361.29,2439.1
1519890660,0.0333,0.0333,0.0332,0.0333,215423.21,7155.78
1519890720,0.0333,0.0334,0.0332,0.0333,412188.36,13715.07
1519890780,0.0334,0.0334,0.0333,0.0333,51213.39,1708.88
1519890840,0.0333,0.0334,0.0333,0.0334,87323.89,2916.54
1519890900,0.0335,0.0335,0.0333,0.0333,284517.08,9523.25
1519890960,0.0334,0.0335,0.0334,0.0335,135703.62,4533
1519891020,0.0333,0.0334,0.0333,0.0334,120961.95,4039.14
1519891080,0.0333,0.0334,0.0333,0.0333,90398.7,3017.06
1519891140,0.0333,0.0333,0.0333,0.0333,0,0
1519891200,0.0334,0.0335,0.0333,0.0333,166951.27,5576.75
1519891260,0.0336,0.0336,0.0334,0.0334,222953.93,7472.12
1519891320,0.0338,0.0339,0.0336,0.0336,645390.91,21811.28
1519891380,0.034,0.0341,0.0338,0.0338,537083.08,18227.41
1519891440,0.0342,0.0342,0.034,0.034,561199.98,19135.62
1519891500,0.0342,0.0343,0.0341,0.0342,507586.69,17352.15
1519891560,0.034,0.0342,0.0338,0.0342,575344.21,19562.66
1519891620,0.0338,0.034,0.0337,0.034,83253.52,2813.37
1519891680,0.034,0.034,0.0337,0.0338,57755.3,1953.73
1519891740,0.0339,0.034,0.0339,0.034,40873.94,1387.4
1519891800,0.0339,0.034,0.0339,0.0339,24602.57,835.6
1519891860,0.034,0.034,0.0339,0.0339,63287.42,2150.42
1519891920,0.0339,0.034,0.0339,0.034,80030.15,2720.03
1519891980,0.034,0.034,0.0339,0.0339,123583.1,4201.83
1519892040,0.0339,0.034,0.0339,0.034,21765.03,738.48
1519892100,0.0339,0.034,0.0339,0.0339,147041.19,4988.92
1519892160,0.0339,0.0339,0.0338,0.0339,78506.46,2658.77
1519892220,0.034,0.034,0.0339,0.0339,15636,531.62
1519892280,0.034,0.0341,0.034,0.034,327752.6,11158.67
1519892340,0.0341,0.0341,0.034,0.034,201462.96,6860.95
1519892400,0.0339,0.0341,0.0339,0.0341,165294.38,5623.33
1519892460,0.0339,0.0339,0.0339,0.0339,54190.72,1837.07
1519892520,0.0338,0.0339,0.0338,0.0339,47962.36,1624.91
1519892580,0.0339,0.0339,0.0338,0.0338,48111.72,1626.19
1519892640,0.0337,0.034,0.0337,0.0339,182701.62,6185.19
1519892700,0.0338,0.0338,0.0337,0.0337,154091.92,5208.31
1519892760,0.0338,0.0338,0.0338,0.0338,25232.97,852.87
1519892820,0.0338,0.0338,0.0338,0.0338,64790.89,2189.93
1519892880,0.0338,0.0338,0.0338,0.0338,69348.74,2343.99
1519892940,0.0338,0.0338,0.0338,0.0338,13991.72,472.92
1519893000,0.0339,0.0339,0.0337,0.0338,43886.75,1483.32
1519893060,0.0338,0.0339,0.0338,0.0339,14028.37,474.16
1519893120,0.0339,0.0339,0.0338,0.0338,26198.61,886.55
1519893180,0.0339,0.0339,0.0338,0.0339,269780.36,9118.68
1519893240,0.0338,0.0339,0.0338,0.0339,20953.15,708.22
1519893300,0.0337,0.0338,0.0337,0.0338,23376.36,787.78
1519893360,0.0339,0.0339,0.0337,0.0337,56393.87,1910.59
1519893420,0.0338,0.0339,0.0338,0.0339,10255.6,347.09
1519893480,0.0337,0.0338,0.0337,0.0338,24170.6,815.01
1519893540,0.0338,0.0338,0.0337,0.0337,5655.09,191.14
1519893600,0.0338,0.0338,0.0337,0.0338,116865.48,3947.05
1519893660,0.0339,0.0339,0.0337,0.0338,271983.91,9213.29
1519893720,0.0339,0.0339,0.0338,0.0339,134376.67,4546.39
1519893780,0.0338,0.0339,0.0337,0.0339,184263.65,6228.18
1519893840,0.0338,0.0338,0.0338,0.0338,37182.84,1256.78
1519893900,0.0338,0.0339,0.0338,0.0338,217497.57,7351.43
1519893960,0.0338,0.0338,0.0338,0.0338,25631.93,866.36
1519894020,0.0337,0.0338,0.0337,0.0338,197244.64,6664.36
1519894080,0.0337,0.0339,0.0337,0.0337,19924.08,672.3
1519894140,0.0339,0.0339,0.0337,0.0337,172790.59,5837.31
1519894200,0.0337,0.0339,0.0337,0.0339,17167.47,578.81
1519894260,0.0337,0.0337,0.0337,0.0337,25428.89,856.95
1519894320,0.0337,0.0338,0.0337,0.0337,4522.06,152.39
1519894380,0.0337,0.0337,0.0337,0.0337,0,0
1519894440,0.0338,0.0338,0.0337,0.0337,8775.37,296.61
1519894500,0.0338,0.0338,0.0337,0.0338,20715.68,699.45
1519894560,0.0338,0.0338,0.0338,0.0338,9093.35,307.36
1519894620,0.0339,0.0339,0.0338,0.0338,114648.64,3886.59
1519894680,0.0338,0.0339,0.0338,0.0339,56089.83,1900.85
1519894740,0.0338,0.0338,0.0338,0.0338,48365.88,1634.77
1519894800,0.0339,0.0339,0.0338,0.0338,2393.43,81
1519894860,0.0338,0.0339,0.0338,0.0339,50400,1703.52
1519894920,0.0338,0.0338,0.0338,0.0338,0,0
1519894980,0.0338,0.0338,0.0337,0.0338,69049.7,2328.89
1519895040,0.0337,0.0338,0.0337,0.0338,21212.68,714.87
1519895100,0.0338,0.0338,0.0337,0.0337,97049.65,3279.46
1519895160,0.0338,0.0338,0.0338,0.0338,24.47,0.8272
1519895220,0.0338,0.0338,0.0338,0.0338,83704.41,2829.21
1519895280,0.0338,0.0338,0.0338,0.0338,2322.29,78.49
1519895340,0.0338,0.0338,0.0338,0.0338,23699.65,801.05
1519895400,0.0337,0.0338,0.0337,0.0338,41692.23,1405.28
1519895460,0.0337,0.0337,0.0337,0.0337,11176.89,376.66
1519895520,0.0337,0.0338,0.0337,0.0337,18334.6,619.7
1519895580,0.0337,0.0338,0.0337,0.0337,20002.56,674.65
1519895640,0.0336,0.0338,0.0336,0.0337,145998.98,4917.62
1519895700,0.0335,0.0336,0.0335,0.0336,519037.81,17390.82
1519895760,0.0334,0.0335,0.0334,0.0335,388957.56,12994.23
1519895820,0.0334,0.0335,0.0334,0.0334,17762.64,594.49
1519895880,0.0334,0.0335,0.0334,0.0334,222.98,7.46
1519895940,0.0334,0.0334,0.0334,0.0334,9,0.3006
1519896000,0.0334,0.0335,0.0334,0.0334,11482.84,384.67
1519896060,0.0335,0.0335,0.0334,0.0334,3,0.1005
1519896120,0.0335,0.0335,0.0334,0.0335,29667.23,990.89
1519896180,0.0334,0.0335,0.0334,0.0335,12715.29,424.99
1519896240,0.0335,0.0336,0.0334,0.0334,120915.41,4053.68
1519896300,0.0336,0.0336,0.0334,0.0335,405759.13,13598.68
1519896360,0.0336,0.0336,0.0336,0.0336,67404.06,2264.78
1519896420,0.0335,0.0336,0.0335,0.0336,1150332.55,38536.14
1519896480,0.0334,0.0335,0.0334,0.0335,191639.77,6402.83
1519896540,0.0334,0.0334,0.0334,0.0334,0,0
1519896600,0.0334,0.0334,0.0334,0.0334,0,0
1519896660,0.0335,0.0335,0.0334,0.0334,266.51,8.93
1519896720,0.0334,0.0335,0.0334,0.0335,29280.61,977.98
1519896780,0.0335,0.0335,0.0334,0.0334,105448.88,3525.52
1519896840,0.0335,0.0335,0.0335,0.0335,103809.02,3477.6
1519896900,0.0335,0.0335,0.0334,0.0335,96628.57,3231.77
1519896960,0.0335,0.0335,0.0334,0.0335,8583.55,287.5
1519897020,0.0336,0.0336,0.0335,0.0335,23957.61,804.98
1519897080,0.0336,0.0336,0.0335,0.0336,53468.62,1795.72
1519897140,0.0337,0.0337,0.0336,0.0336,394.35,13.29
1519897200,0.0336,0.0337,0.0336,0.0337,12115.93,407.1
1519897260,0.0336,0.0336,0.0336,0.0336,0,0
1519897320,0.0335,0.0336,0.0334,0.0336,255505.54,8559.71
1519897380,0.0336,0.0336,0.0335,0.0335,10909.01,366.04
1519897440,0.0335,0.0336,0.0335,0.0336,217369.97,7303.59
1519897500,0.0334,0.0336,0.0334,0.0335,43788.05,1468.22
1519897560,0.0336,0.0336,0.0334,0.0334,515,17.25
1519897620,0.0336,0.0336,0.0336,0.0336,41694.62,1400.94
1519897680,0.0335,0.0336,0.0335,0.0336,90394,3028.2
1519897740,0.0335,0.0335,0.0335,0.0335,32929.07,1103.12
1519897800,0.0335,0.0335,0.0335,0.0335,0,0
1519897860,0.0335,0.0335,0.0335,0.0335,0,0
1519897920,0.0336,0.0336,0.0335,0.0335,10059.47,338
1519897980,0.034,0.034,0.0336,0.0336,718453.67,24356.42
1519898040,0.034,0.0341,0.034,0.034,231331.56,7868.43
1519898100,0.034,0.034,0.034,0.034,138751.13,4717.54
1519898160,0.0339,0.034,0.0338,0.034,212642.58,7225.81
1519898220,0.0338,0.0339,0.0338,0.0339,19260.93,651.32
1519898280,0.0338,0.0338,0.0338,0.0338,500,16.9
1519898340,0.0339,0.0339,0.0338,0.0338,10988.7,372.52
1519898400,0.0338,0.034,0.0338,0.0339,200125.42,6776.67
1519898460,0.0339,0.0339,0.0338,0.0338,81608.04,2758.36
1519898520,0.0338,0.0339,0.0338,0.0339,29989.88,1013.66
1519898580,0.0337,0.0338,0.0337,0.0338,65248.74,2199.53
1519898640,0.0337,0.0338,0.0337,0.0337,35081.82,1185.75
1519898700,0.0339,0.0339,0.0337,0.0337,22886.42,774.62
1519898760,0.0339,0.0339,0.0339,0.0339,163580.91,5545.39
1519898820,0.0339,0.0339,0.0339,0.0339,11287.04,382.63
1519898880,0.0338,0.0339,0.0338,0.0339,15.28,0.5166
1519898940,0.0339,0.0339,0.0338,0.0338,89381.58,3030.04
1519899000,0.0338,0.0339,0.0338,0.0339,34114.3,1155.28
1519899060,0.034,0.034,0.0338,0.0338,45811.72,1555.81
1519899120,0.0341,0.0342,0.034,0.034,212524.07,7253.76
1519899180,0.0341,0.0342,0.034,0.0341,723034.82,24642.41
1519899240,0.0341,0.0342,0.034,0.0341,107349.85,3659.71
1519899300,0.0338,0.0341,0.0338,0.0341,29551.95,999.1
1519899360,0.0339,0.0339,0.0337,0.0338,41500.16,1400.97
1519899420,0.0339,0.0339,0.0339,0.0339,48112.89,1631.03
1519899480,0.0338,0.0339,0.0338,0.0339,3175.14,107.32
1519899540,0.0339,0.0339,0.0338,0.0338,22629.73,767.15
1519899600,0.0338,0.0339,0.0338,0.0339,119127.98,4026.53
1519899660,0.0338,0.0338,0.0338,0.0338,74461.31,2516.79
1519899720,0.0338,0.0338,0.0338,0.0338,12244.7,413.87
1519899780,0.0339,0.0339,0.0338,0.0338,25216.83,853.47
1519899840,0.0338,0.0339,0.0338,0.0339,50574.97,1709.43
1519899900,0.0338,0.0338,0.0338,0.0338,10000,338
1519899960,0.0338,0.0338,0.0338,0.0338,2000,67.6
1519900020,0.0338,0.0339,0.0338,0.0338,135645.83,4584.98
1519900080,0.0338,0.0338,0.0338,0.0338,37597.19,1270.79
1519900140,0.0337,0.0338,0.0337,0.0338,103230.89,3479.88
1519900200,0.0338,0.0338,0.0337,0.0337,34098.95,1152.54
1519900260,0.0338,0.0338,0.0338,0.0338,63602.28,2149.76
1519900320,0.0338,0.0338,0.0337,0.0338,27374.36,922.92
1519900380,0.0338,0.0339,0.0338,0.0338,262174.25,8867.74
1519900440,0.0338,0.0338,0.0338,0.0338,1227217.12,41479.94
1519900500,0.0339,0.0339,0.0338,0.0338,20143.33,682.86
1519900560,0.0339,0.0339,0.0339,0.0339,38129.85,1292.6
1519900620,0.0339,0.0339,0.0339,0.0339,57504.38,1949.4
1519900680,0.0339,0.0339,0.0339,0.0339,345632.07,11716.93
1519900740,0.0339,0.0339,0.0339,0.0339,380399.49,12895.54
1519900800,0.0339,0.0339,0.0338,0.0339,516837.15,17518.04
1519900860,0.0339,0.0339,0.0339,0.0339,0,0
1519900920,0.0339,0.0339,0.0339,0.0339,0,0
1519900980,0.0339,0.0339,0.0339,0.0339,10000,339
1519901040,0.0338,0.0339,0.0338,0.0339,93284.88,3161.36
1519901100,0.0338,0.0338,0.0338,0.0338,0,0
1519901160,0.0338,0.0338,0.0338,0.0338,0,0
1519901220,0.0337,0.0338,0.0337,0.0338,28479.45,961.98
1519901280,0.0337,0.0337,0.0337,0.0337,141794.46,4778.47
1519901340,0.0337,0.0337,0.0337,0.0337,53618,1806.93
1519901400,0.0335,0.0337,0.0335,0.0337,147618.3,4966.26
1519901460,0.0335,0.0336,0.0335,0.0335,50432.46,1692.3
1519901520,0.0336,0.0337,0.0335,0.0335,254892.75,8576.63
1519901580,0.0336,0.0336,0.0336,0.0336,0,0
1519901640,0.0337,0.0337,0.0336,0.0336,41692.31,1401.23
1519901700,0.0337,0.0337,0.0337,0.0337,0,0
1519901760,0.0337,0.0337,0.0337,0.0337,0,0
1519901820,0.0336,0.0337,0.0336,0.0337,500,16.8
1519901880,0.0337,0.0337,0.0336,0.0336,207112.44,6965.13
1519901940,0.0339,0.0339,0.0337,0.0337,76164.32,2571.46
1519902000,0.034,0.034,0.0339,0.0339,3782.41,128.6
1519902060,0.034,0.034,0.0339,0.034,8029.86,272.33
1519902120,0.0339,0.034,0.0339,0.034,1016.36,34.45
1519902180,0.0339,0.0339,0.0339,0.0339,0,0
1519902240,0.0339,0.0339,0.0338,0.0339,63577.44,2154.94
1519902300,0.034,0.034,0.0339,0.0339,37785.08,1284.69
1519902360,0.0339,0.034,0.0338,0.034,30105.95,1019.08
1519902420,0.0339,0.0339,0.0339,0.0339,21624.55,733.07
1519902480,0.034,0.034,0.0339,0.0339,47447.95,1611.38
1519902540,0.0339,0.034,0.0338,0.034,30817.4,1042.47
1519902600,0.0339,0.0339,0.0339,0.0339,0,0
1519902660,0.034,0.0341,0.0339,0.0339,50635.1,1723.85
1519902720,0.034,0.034,0.034,0.034,4172.38,141.86
1519902780,0.034,0.034,0.034,0.034,54581.53,1855.77
1519902840,0.0341,0.0341,0.0339,0.034,135069.58,4593.65
1519902900,0.034,0.0341,0.034,0.0341,45796.39,1557.19
1519902960,0.0341,0.0341,0.034,0.034,51752.06,1764.75
1519903020,0.0341,0.0341,0.0341,0.0341,183232.05,6248.21
1519903080,0.0339,0.0342,0.0339,0.0341,368472.99,12566.65
1519903140,0.034,0.0341,0.0339,0.0339,46868.31,1592.94
1519903200,0.034,0.0341,0.0339,0.034,30504.47,1035.94
1519903260,0.034,0.0341,0.034,0.034,58720.54,1996.72
1519903320,0.034,0.034,0.034,0.034,114495.3,3892.84
1519903380,0.034,0.034,0.034,0.034,177772.2,6044.25
1519903440,0.034,0.034,0.034,0.034,0,0
1519903500,0.034,0.034,0.0339,0.034,23742.32,807.18
1519903560,0.034,0.034,0.034,0.034,0,0
1519903620,0.034,0.034,0.034,0.034,0,0
1519903680,0.0341,0.0341,0.034,0.034,5203.05,176.91
1519903740,0.0341,0.0341,0.0341,0.0341,0,0
1519903800,0.0341,0.0341,0.0341,0.0341,0,0
1519903860,0.034,0.0341,0.034,0.0341,24700,839.8
1519903920,0.0339,0.034,0.0339,0.034,1,0.0339
1519903980,0.0339,0.034,0.0339,0.0339,36440.52,1235.73
1519904040,0.0338,0.0339,0.0338,0.0339,44602,1512.01
1519904100,0.0338,0.0339,0.0338,0.0338,40243.46,1360.62
1519904160,0.0338,0.0338,0.0338,0.0338,84106.35,2842.79
1519904220,0.0339,0.0339,0.0338,0.0338,96600,3274.74
1519904280,0.0338,0.0339,0.0338,0.0339,249703.13,8463.61
1519904340,0.0338,0.034,0.0338,0.0338,195266.09,6633.14
1519904400,0.0338,0.0339,0.0338,0.0338,89577.96,3034.93
1519904460,0.0338,0.034,0.0338,0.0338,48312.36,1635.92
1519904520,0.0339,0.034,0.0338,0.0338,57762.3,1955.72
1519904580,0.0338,0.0339,0.0338,0.0339,1,0.0338
